,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,ylogSalePrice
10,20,RL,6.968980585391403,21.329199132676486,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,15.127727309259253,15.127727309259253,Hip,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,12.849446822580239,Unf,1.0,8.24755142516836,GasA,Ex,Y,SBrkr,1.0,13.236142518909933,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1965.0,Unf,1.7304631471189666,10.616086912297321,TA,TA,Y,1.0,1.0,2.194317637875777,15.195323264382047,WD,Normal,15.305801939760288,2.194317637875777,1.0,11.771443882099637
11,60,RL,7.337529394588084,21.5840230706303,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,15.19064737641105,15.192206665778837,Hip,CompShg,WdShing,Wd Shng,Stone,9.914178988939392,Ex,TA,PConc,Ex,TA,No,GLQ,13.119733293613173,Unf,1.0,8.836797333082112,GasA,Ex,Y,SBrkr,1.0,15.657505709325996,2.820334103642824,1.7304631471189666,Ex,4.0113402432628344,Typ,2.194317637875777,Gd,BuiltIn,2005.0,Fin,2.5409627556327754,12.281862458951347,TA,TA,Y,1.0,1.0,3.440268378362637,15.192206665778837,New,Partial,17.006853293830908,2.820334103642824,8.724358962810534,12.75130259456002
12,20,RL,1.0,21.929242989762106,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,15.12296456685685,15.12296456685685,Hip,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,12.285513379074875,Unf,1.0,8.812235750158614,GasA,TA,Y,SBrkr,1.0,12.867768587390184,2.194317637875777,1.7304631471189666,TA,2.820334103642824,Typ,1.0,No,Detchd,1962.0,Unf,1.7304631471189666,10.405519221765948,TA,TA,Y,1.0,1.0,3.750250297485029,15.195323264382047,WD,Normal,14.896887111612605,2.194317637875777,10.1482763078651,11.87757552297847
13,20,RL,7.469749997220178,21.12683835285793,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,15.192206665778837,15.193765294899782,Gable,CompShg,VinylSd,VinylSd,Stone,10.072418929401417,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,14.290777357050557,GasA,Ex,Y,SBrkr,1.0,14.290777357050557,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2006.0,RFn,2.5409627556327754,12.640795289083194,TA,TA,Y,1.0,1.0,3.6025944687727294,15.193765294899782,New,Partial,16.476392893044725,2.194317637875777,9.0252684064135,12.540761149388421
14,20,RL,1.0,21.226881370386884,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,15.119785966903773,15.119785966903773,Hip,CompShg,MetalSd,MetalSd,BrkFace,9.232627042257835,TA,TA,CBlock,TA,TA,No,BLQ,12.27088437740026,Unf,1.0,11.371952633774399,GasA,TA,Y,SBrkr,1.0,13.77141361211901,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,Fa,Attchd,1960.0,RFn,1.7304631471189666,10.405519221765948,TA,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,15.899943641432287,2.3782017963726023,10.647632875415075,11.964007453736912
15,45,RM,6.392276337227255,18.98987134386776,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,15.070161898256476,15.184403604277843,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.614566638515486,GasA,Ex,Y,FuseA,1.0,12.686189379390555,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Detchd,1991.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,3.440268378362637,15.193765294899782,WD,Normal,14.655780507688625,1.7304631471189666,8.620056264664793,11.790564777297387
16,20,RL,1.0,21.343998425380768,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,15.135651502935826,15.135651502935826,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,8.873203454932757,TA,TA,CBlock,TA,TA,No,ALQ,11.643869732390646,Unf,1.0,10.870950045978935,GasA,Ex,Y,SBrkr,1.0,13.136614936437766,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,TA,Attchd,1970.0,Fin,2.194317637875777,11.169007130464756,TA,TA,Y,1.0,12.147538247731708,2.5409627556327754,15.198437226858903,WD,Normal,15.195323264382047,2.194317637875777,1.0,11.91170829631447
17,90,RL,7.02174235239564,21.17898998870793,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,15.1308990400563,15.1308990400563,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.869967192359528,2.194317637875777,2.194317637875777,TA,3.2596737867230705,Typ,1.0,No,CarPort,1967.0,Unf,2.194317637875777,11.35226609224141,TA,TA,Y,1.0,11.272201962485878,3.885846472488202,15.192206665778837,WD,Normal,13.869967192359528,2.194317637875777,1.0,11.407576060361786
18,20,RL,6.859551208605442,22.15593916413874,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,15.189087426187385,15.189087426187385,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,TA,TA,No,GLQ,11.934618655762014,Unf,1.0,11.105326135535595,GasA,Ex,Y,SBrkr,1.0,13.431864645976223,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.0,No,Detchd,2004.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.523054953943134,2.3782017963726023,7.694190605394483,11.976665770490767
19,20,RL,6.968980585391403,19.783792766557852,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.116604610212223,15.127727309259253,Hip,CompShg,BrkFace,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,LwQ,11.292419534723528,Unf,1.0,11.396380943459564,GasA,TA,Y,SBrkr,1.0,13.96578155387519,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Min1,1.0,No,Attchd,1958.0,Unf,1.7304631471189666,9.978566621047088,TA,TA,Y,1.0,1.0,3.055641538058108,15.196880574832942,COD,Abnorml,15.71755758152631,1.7304631471189666,1.0,11.842236406331555
20,60,RL,7.674652276188349,22.31189299144891,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,15.19064737641105,15.192206665778837,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.590598420556384,Gd,TA,PConc,Ex,TA,Av,Unf,1.0,Unf,1.0,13.543063139022069,GasA,Ex,Y,SBrkr,1.0,15.728374093438743,2.820334103642824,1.7304631471189666,Gd,3.750250297485029,Typ,1.7304631471189666,Gd,BuiltIn,2005.0,RFn,2.5409627556327754,12.682967978443886,TA,TA,Y,1.0,1.0,4.0113402432628344,15.192206665778837,New,Partial,17.040719915132282,2.687259219708678,10.678836921467422,12.692506186542177
21,45,RM,6.59142712460611,19.727395699660036,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,15.071773214082123,15.103851511653946,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,11.897673633652223,GasA,Ex,Y,FuseF,1.0,13.416413417670666,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,1930.0,Unf,1.7304631471189666,9.864879392672357,TA,TA,N,1.0,1.0,3.2596737867230705,15.193765294899782,WD,Normal,14.760840749928471,1.7304631471189666,9.158132683068054,11.845109950883979
22,20,RL,7.098626104970388,20.770362266043758,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.185965540731983,15.185965540731983,Hip,CompShg,VinylSd,VinylSd,BrkFace,9.873157741448868,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.816566297617028,GasA,Ex,Y,SBrkr,1.0,14.847538317014754,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2002.0,RFn,2.194317637875777,11.439858799435372,TA,TA,Y,1.0,1.0,3.750250297485029,15.195323264382047,WD,Normal,17.077168195223194,2.194317637875777,10.25112953344019,12.345838935721968
23,120,RM,6.133567292834429,17.656243952920164,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,15.145138012244155,15.145138012244155,Gable,CompShg,CemntBd,CmentBd,None,1.0,TA,TA,PConc,Gd,TA,No,GLQ,12.640795289083194,Unf,1.0,9.103593650252291,GasA,TA,Y,SBrkr,1.0,13.290177871756853,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.7304631471189666,TA,Attchd,1976.0,Unf,2.194317637875777,11.616842895097365,TA,TA,Y,1.0,1.0,3.2596737867230705,15.193765294899782,WD,Normal,15.335913389886391,2.194317637875777,9.211557890737238,11.774527900858468
24,20,RL,1.0,20.117502396939127,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,15.132483878148479,15.184403604277843,Gable,CompShg,Plywood,Plywood,None,1.0,TA,Gd,CBlock,TA,TA,Mn,Rec,8.967837464043471,ALQ,12.023122571213104,9.147315588624346,GasA,Ex,Y,SBrkr,1.0,13.290177871756853,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,TA,Attchd,1968.0,Unf,1.7304631471189666,9.780688591938043,TA,TA,Y,1.0,1.0,3.055641538058108,15.198437226858903,WD,Normal,15.365782174526247,2.194317637875777,11.251846716454656,11.944714374881176
25,20,RL,7.844946025203906,22.31631923987327,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,15.193765294899782,15.193765294899782,Gable,CompShg,VinylSd,VinylSd,Stone,11.910037588615648,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.43208528618426,GasA,Ex,Y,SBrkr,1.0,14.496903957925936,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2007.0,RFn,2.5409627556327754,12.800080217922273,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,16.669361594795284,2.194317637875777,6.559490358416789,12.454107814022272
26,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,15.105448077134762,15.182841004523032,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,Mn,BLQ,9.453929696886426,Rec,11.200342662007953,8.873203454932757,GasA,TA,Y,SBrkr,1.0,12.831021744455525,2.5409627556327754,1.7304631471189666,Gd,3.055641538058108,Typ,1.0,No,Detchd,2005.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,1.0,3.055641538058108,15.198437226858903,WD,Normal,14.856094820831991,1.9822467037532343,9.64032225948934,11.811554895830454
27,20,RL,7.615044151314694,21.42865738002689,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,15.193765294899782,15.195323264382047,Gable,CompShg,VinylSd,VinylSd,Stone,9.103593650252291,Gd,TA,PConc,Ex,TA,No,GLQ,13.689051809657878,Unf,1.0,11.200342662007953,GasA,Ex,Y,SBrkr,1.0,14.68815953063993,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2008.0,RFn,2.5409627556327754,12.410720730871269,TA,TA,Y,1.0,1.0,3.055641538058108,15.198437226858903,WD,Normal,16.917433488070884,2.5409627556327754,6.357203202420049,12.631343648903034
28,20,RL,6.2483574728065365,22.897709715168865,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,15.115012896462307,15.178149219316415,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,Gd,BLQ,13.826768097626793,Unf,1.0,9.179633643422095,GasA,TA,Y,SBrkr,1.0,14.496903957925936,2.194317637875777,1.7304631471189666,TA,3.2596737867230705,Typ,2.194317637875777,Gd,Attchd,1957.0,RFn,1.7304631471189666,10.17063676912744,TA,TA,Y,1.0,1.0,4.128238685769432,15.192206665778837,WD,Normal,16.581642769682787,2.194317637875777,11.496872282215678,12.242891437918386
29,30,RM,6.684506656824126,19.11142301081849,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,15.066937136514682,15.103851511653946,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,11.371952633774399,GasA,Fa,N,SBrkr,1.0,11.371952633774399,1.7304631471189666,1.7304631471189666,Fa,2.820334103642824,Typ,1.0,No,Detchd,1920.0,Unf,1.7304631471189666,9.511219710154148,Fa,TA,Y,1.0,1.0,3.055641538058108,15.195323264382047,WD,Normal,13.236142518909933,1.7304631471189666,8.27827898532087,11.134603622683905
30,70,C (all),6.357203202420049,20.23509144804234,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,15.055628032763455,15.103851511653946,Gambrel,CompShg,BrkFace,BrkFace,None,1.0,TA,Fa,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,11.946836606797339,GasA,TA,N,SBrkr,1.0,13.91709217382567,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Detchd,1920.0,Unf,1.7304631471189666,9.604063356421523,TA,Fa,N,1.0,1.0,3.440268378362637,15.195323264382047,WD,Normal,15.129313517307915,1.7304631471189666,9.375577002227507,10.596659732783579
31,20,RL,1.0,20.2551569403525,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,15.129313517307915,15.192206665778837,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.712786725393208,GasA,Gd,Y,SBrkr,1.0,13.712786725393208,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.0,No,Attchd,1966.0,Unf,1.7304631471189666,9.789225410028124,TA,TA,Y,1.0,1.0,3.2596737867230705,15.195323264382047,WD,Normal,15.834870759354466,1.9822467037532343,6.831327892742091,11.914054519303125
32,20,RL,7.337529394588084,21.274294298805096,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.193765294899782,15.193765294899782,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Ex,TA,Av,Unf,1.0,Unf,1.0,13.726948993886586,GasA,Ex,Y,SBrkr,1.0,13.726948993886586,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.0,No,Attchd,2007.0,RFn,2.194317637875777,11.189934126006927,TA,TA,Y,1.0,1.0,1.7304631471189666,15.195323264382047,WD,Normal,15.850590203012555,2.194317637875777,5.492017742920502,12.100161978566867
33,20,RL,6.968980585391403,21.088960261785648,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,15.118195633475512,15.118195633475512,Hip,CompShg,BrkFace,BrkFace,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,13.175674739199435,Unf,1.0,10.590598420556384,GasA,Gd,Y,SBrkr,1.0,14.680989389616148,2.820334103642824,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,1959.0,RFn,2.194317637875777,10.990473606737828,TA,TA,Y,1.0,1.0,2.820334103642824,15.198437226858903,WD,Normal,16.59675835805115,2.194317637875777,5.882972919330174,12.016732516077072
34,120,RL,6.684506656824126,19.657314644491603,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,15.19064737641105,15.19064737641105,Hip,CompShg,MetalSd,MetalSd,BrkFace,9.567309925236039,Ex,TA,PConc,Ex,TA,No,GLQ,13.530609486480795,Unf,1.0,10.764455971860276,GasA,Ex,Y,SBrkr,1.0,14.422452519028221,2.194317637875777,1.7304631471189666,Ex,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,2005.0,Fin,2.194317637875777,11.543577039871613,TA,TA,Y,1.0,1.0,3.6025944687727294,15.193765294899782,WD,Normal,16.622536281270083,2.5409627556327754,9.604063356421523,12.533579815765737
35,60,RL,7.808145364123843,22.070798118999335,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,15.189087426187385,15.19064737641105,Gable,CompShg,VinylSd,VinylSd,Stone,8.216434458396561,Gd,TA,PConc,Ex,TA,Av,Unf,1.0,Unf,1.0,13.439563774010223,GasA,Ex,Y,SBrkr,1.0,15.829616442063276,2.820334103642824,1.7304631471189666,Gd,3.750250297485029,Typ,1.7304631471189666,Gd,BuiltIn,2004.0,Fin,2.5409627556327754,12.113042599688864,TA,TA,Y,1.0,1.0,3.750250297485029,15.192206665778837,WD,Normal,17.074302709701197,2.687259219708678,8.41200462999518,12.6410997921206
36,20,RL,7.881187323763808,21.204295330992093,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,15.173451442269636,15.175018034740056,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.387900672947353,GasA,Ex,Y,SBrkr,1.0,13.387900672947353,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Attchd,1995.0,Unf,2.194317637875777,12.038947685692156,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,15.474255126561404,1.9822467037532343,11.040244790550664,11.884495917930655
